0	100
1	0.5110238946183777
2	
3	100
4	0.5100911533472663
5	
6	100
7	0.0028359975106328514
8	
9	100
10	22.908055920455396
11	
12	100
13	91.40428918248367
14	
15	100
16	19.424024505859112
17	
18	100
19	7.654515043629457
20	
