0	100
1	0.28038466730110967
2	
3	100
4	0.2741622085614713
5	
6	100
7	165.86574494537567
8	
9	100
10	1.210577126092536
11	
12	100
13	0.30244223509865276
14	
15	100
16	0.6316371615347238
17	
18	100
19	0.23443783591524545
20	
21	100
22	1.214537906620761
23	
