#[alphabetSize] [Walltime] [BlockSize] [BranchMissRate] [BranchMis] [BranchExe] [TLB] [L1CM] [L2CM] [L2CH] [L3CM] [Cycles] [WalltimeErr] [BranchMissRateErr] [BranchMisErr] [BranchExeErr] [TLBErr] [L1CMErr] [L2CMErr] [L2CHErr] [L3CMErr] [CyclesErr]
0.00   3.40   0.00   0.00   0.66   0.00   0.00   2.95   0.00   0.00   0.00   2.44
0.00   0.92   0.00   0.00   0.32   0.00   0.00   0.58   0.00   0.00   0.00   0.57
65536.0 911949.6 64.0 nan 22784.6 0 0 44081912.6 0 0 0 2897742518.0 689.189843222 nan 81.3501075599 nan nan 1233.62710735 nan nan nan 1478546.6817
65536.0 451660.2 128.0 nan 29710.6 0 0 22091389.2 0 0 0 1435785069.4 98.6577923937 nan 80.4378020585 nan nan 1019.48092675 nan nan nan 679156.7095
65536.0 223185.8 256.0 nan 40363.6 0 0 11110115.0 0 0 0 709976162.2 370.770764759 nan 145.417468002 nan nan 643.875143176 nan nan nan 261277.990946
65536.0 112111.8 512.0 nan 39794.2 0 0 5622643.4 0 0 0 356607280.2 122.279025184 nan 115.809153352 nan nan 955.439291635 nan nan nan 71714.517134
65536.0 56891.8 1024.0 nan 38779.0 0 0 2878863.0 0 0 0 180629976.4 73.8685318657 nan 109.284948643 nan nan 866.573020582 nan nan nan 62321.2307825
65536.0 29445.0 2048.0 nan 38582.2 0 0 1495854.2 0 0 0 93339202.6 6.60302960769 nan 80.8143551605 nan nan 593.655590389 nan nan nan 34645.666503
65536.0 15903.6 4096.0 nan 37718.4 0 0 812758.8 0 0 0 50133582.4 23.2086190886 nan 70.7180316468 nan nan 1100.70966199 nan nan nan 23771.8403461
65536.0 9492.6 8192.0 nan 36452.2 0 0 485384.0 0 0 0 29605370.8 26.7925362741 nan 58.3623166093 nan nan 911.318824561 nan nan nan 22387.2080653
65536.0 6568.2 16384.0 nan 35230.0 0 0 407278.6 0 0 0 20044078.0 139.035822722 nan 98.2384853303 nan nan 629.139920844 nan nan nan 72488.0497931
65536.0 5541.6 32768.0 nan 33865.6 0 0 530387.0 0 0 0 17024831.2 76.9612889705 nan 71.2056177559 nan nan 1543.90504889 nan nan nan 43196.2549784
65536.0 6534.6 65536.0 nan 32803.8 0 0 836669.4 0 0 0 19935084.0 103.403288149 nan 171.25466417 nan nan 3392.11235663 nan nan nan 165398.524986
65536.0 9403.2 131072.0 nan 33413.0 0 0 1419328.4 0 0 0 29110471.8 158.422725643 nan 95.5677769962 nan nan 26121.4596039 nan nan nan 474677.250294
65536.0 15743.0 262144.0 nan 32732.0 0 0 2430628.6 0 0 0 48939970.8 535.240880352 nan 106.218642432 nan nan 71633.7371093 nan nan nan 1191908.23755
65536.0 26055.4 524288.0 nan 31974.0 0 0 4195057.0 0 0 0 81868943.6 411.294833422 nan 212.317686498 nan nan 58613.9067969 nan nan nan 1258593.12181
65536.0 47195.4 1048576.0 nan 30819.6 0 0 7536264.6 0 0 0 148804078.6 544.052423945 nan 136.488241252 nan nan 91712.6711804 nan nan nan 1668161.32773
