0	100
1	1.118883547968313
2	
3	100
4	1.1291160863090473
5	
6	100
7	0.0006085812522002074
8	
9	100
10	98.87934337204607
11	
12	100
13	96.0559033594575
14	
15	100
16	210.8311944337089
17	
18	100
19	77.0430764732925
20	
