0	100
1	0.5167124994786225
2	
3	100
4	0.5176816810578724
5	
6	100
7	0.0009352905527866391
8	
9	100
10	39.326011817654276
11	
12	100
13	99.78233571279793
14	
15	100
16	42.53040537292254
17	
18	100
19	108.11422069756651
20	
21	100
22	39.33840071963802
23	
24	100
25	23.10968056085037
26	
