[blockSize]  [Walltime]  [WalltimeErr]
8.0 15268625.4 64312.4380026
16.0 15095310.6 56286.8146429
32.0 15098262.0 74375.0397432
64.0 15039713.8 78956.6713544
128.0 14999555.4 37220.4103717
256.0 15045443.0 74999.7209008
512.0 15005923.0 140231.467497
1024.0 15032440.8 83955.3139936
2048.0 14978516.0 104508.99518
4096.0 15055873.8 77424.1918793
8192.0 15005641.0 57261.0415239
16384.0 14974172.6 52069.9967298
32768.0 15034540.6 97103.3100437
65536.0 14978552.0 67857.0432984
