0	100
1	0.6898079385686169
2	
3	100
4	0.6803849284025654
5	
6	100
7	103.22211164484285
8	
9	100
10	1.1798662560299156
11	
12	100
13	0.4566658823960592
14	
15	100
16	2.0804092208832876
17	
18	100
19	0.3588416086368561
20	
21	100
22	3.6095068490611095
23	
